id,label
1,0.19934654235839844
2,0.9691848754882812
3,0.9972248077392578
4,1.0
5,0.9581584334373474
6,0.999976396560669
7,0.9999978542327881
8,0.9997944235801697
9,0.0012299224035814404
10,0.9894675612449646
11,0.8766981363296509
12,4.474582510738401e-06
13,0.0027587609365582466
14,0.8676348924636841
15,0.8602375388145447
16,0.9778633117675781
17,0.004594581201672554
18,0.8390410542488098
19,0.9765626788139343
20,0.907153308391571
21,0.013819394633173943
22,7.244047446874902e-05
23,0.8984690308570862
24,0.9999994039535522
25,1.5300621498681721e-06
26,0.47120681405067444
27,0.944197952747345
28,0.9999728202819824
29,0.999722421169281
30,0.0020217308774590492
31,0.8750156760215759
32,0.9463509321212769
33,0.9998489618301392
34,0.9522597193717957
35,0.9999980926513672
36,0.5018236637115479
37,0.9996558427810669
38,0.9413740038871765
39,0.8627917170524597
40,0.9999958276748657
41,0.021650899201631546
42,0.2116190493106842
43,0.6634663343429565
44,0.008813049644231796
45,0.0035857264883816242
46,0.9975850582122803
47,0.9937500357627869
48,0.36562374234199524
49,0.9992969036102295
50,0.004848279990255833
51,0.001619494054466486
52,0.00010104404645971954
53,0.00098639284260571
54,0.9870312809944153
55,0.04282127693295479
56,0.9722816944122314
57,0.977848470211029
58,0.9999774694442749
59,0.9988899827003479
60,0.003149213967844844
61,0.9913358688354492
62,0.046517763286828995
63,0.0004317407729104161
64,0.023502178490161896
65,0.4225435256958008
66,0.14429989457130432
67,0.9999911785125732
68,0.9995599389076233
69,1.175571242129081e-06
70,0.5236096382141113
71,0.24691833555698395
72,0.9998623132705688
73,0.0001915194879984483
74,0.997891366481781
75,0.6724550724029541
76,4.474043097807412e-12
77,0.9999872446060181
78,0.0801575779914856
79,0.8264939785003662
80,0.008881616406142712
81,0.9999991655349731
82,0.9999998807907104
83,0.11885231733322144
84,0.1239781379699707
85,0.9868236780166626
86,0.0007032877765595913
87,0.9980409741401672
88,0.00025944525259546936
89,0.005212747026234865
90,0.999826967716217
91,0.6569352149963379
92,0.977473258972168
93,0.8352096080780029
94,0.9250110387802124
95,0.062157317996025085
96,0.9999121427536011
97,0.9998732805252075
98,0.9998457431793213
99,0.9726034998893738
100,0.8583542704582214
101,6.749502734493262e-09
102,0.9986820816993713
103,0.0004906754475086927
104,0.07605192065238953
105,0.015398120507597923
106,0.6549652218818665
107,0.824849545955658
108,0.3869706392288208
109,0.9998867511749268
110,0.9999871253967285
111,1.0
112,0.9046028256416321
113,0.9499659538269043
114,0.2973565459251404
115,0.9854182004928589
116,0.9994792342185974
117,0.0011330455308780074
118,0.9999998807907104
119,0.009630504995584488
120,0.0015146161895245314
121,0.9038387537002563
122,0.8314014673233032
123,0.9050021767616272
124,0.9503529667854309
125,0.9995970129966736
126,1.0
127,0.39167675375938416
128,0.986503005027771
129,0.9999822378158569
130,0.991772472858429
131,4.494896642392998e-12
132,0.4946047365665436
133,0.19141021370887756
134,0.9999998807907104
135,0.9612768888473511
136,0.0046615879982709885
137,7.158148946473375e-05
138,0.8173952102661133
139,0.9990329742431641
140,0.9999992847442627
141,0.0011612268863245845
142,0.9989849925041199
143,0.999993085861206
144,0.8914577960968018
145,0.9927589893341064
146,0.28287073969841003
147,0.9409677386283875
148,0.9999998807907104
149,0.06876590102910995
150,0.0017013492761179805
151,0.03306357562541962
152,0.022787893190979958
153,0.7762483954429626
154,0.9999837875366211
155,0.3929174542427063
156,0.0007658438989892602
157,0.17565672099590302
158,0.9381489753723145
159,0.9838749170303345
160,0.9999996423721313
161,0.07123016566038132
162,3.0884809802955715e-06
163,8.450581844954286e-06
164,0.605985701084137
165,0.8136836886405945
166,0.08726046979427338
167,0.999524712562561
168,0.9990091323852539
169,0.9996254444122314
170,0.9735620617866516
171,0.14049498736858368
172,0.9999748468399048
173,0.9999837875366211
174,0.9998204112052917
175,0.0001274948299396783
176,1.627726987862843e-06
177,0.9989701509475708
178,0.011716611683368683
179,0.999534010887146
180,0.9999817609786987
181,0.9981746673583984
182,0.8262509703636169
183,0.9972429275512695
184,0.9541200399398804
185,0.00024837994715198874
186,0.9155271053314209
187,0.4553229510784149
188,0.9668475389480591
189,0.9761685729026794
190,0.8031384944915771
191,0.9732311367988586
192,0.998648464679718
193,0.9998347759246826
194,0.9965510368347168
195,0.9994614720344543
196,0.2877449691295624
197,0.21418800950050354
198,0.32589221000671387
199,0.9743754863739014
200,1.0
